hgnc_symbol	TCGA.A7.A13D.01A.13R.A12P.07	TCGA.E9.A1RH.11A.34R.A169.07
NUPR1	5.1453	5.7268
JAKMIP2	0.206	0.047
MBLAC2	1.2841	4.5306
TPRN	9.911	2.2286
KCNE5	0.1355	2.5556
ZNF683	0.1258	0.7639
SLC35A4	58.7036	59.5781
IP6K1	29.4287	28.0833
SSNA1	106.0596	41.568
CSTF3	12.9465	8.4947
YES1	77.9835	38.1786
CHMP6	17.9981	10.1942
UFSP1	2.1563	1.696
MC5R	0	0.1362
TMEM39A	26.3977	12.154
TCP11L1	4.4042	7.0101
GPX2	0.3329	3.6659
CCDC57	8.3937	2.2623
HSF5	0.0121	0
FOXG1	0.6289	0
SPHK1	23.1851	4.9775
BNIP3	65.4589	48.2827
ENTHD1	3.5454	0.0282
MYPOP	22.0792	5.7053
CIDEA	0.0276	361.4287
OR11H4	0	0
OR4D11	0	0
LRRTM4	0.0646	0.032
ATAD5	3.496	0.8618
SMIM19	7.7215	22.9472
OR11H6	0	0.0436
ZNF404	3.2834	2.8823
RTTN	1.58	1.3098
OR4K17	0.0098	0
OR10H4	0	0
OR51B6	0	0
ACBD7	2.8845	0.4027
OR4L1	0	0
ANAPC2	12.1493	11.8836
OR4K13	0	0.0072
HMGB4	0	0
ZBTB8OS	15.6568	9.0925
OR4F21	0	0
SLC35G1	1.4174	4.0741
OR4K5	0	0
ZNF135	7.6499	2.5417
OR4N2	0	0.0117
OR4M1	0	0
FOXR1	0.0406	0
COX8A	218.7719	158.7119
TAC4	0.4985	0.0865
ZSCAN2	3.713	3.3796
PRR18	0.0317	0.6595
B3GNT4	0.7673	0.0095
CDC26	15.6826	14.5213
HSD11B2	22.6117	4.8779
CRLF3	8.585	6.518
RNPEP	68.1061	26.5
EID2	34.0866	17.9619
DMRTA1	1.7507	2.5949
EID2B	1.6578	2.5275
GJC3	8.9624	3.0547
RIMS2	0.0286	0.2789
KCMF1	48.9247	20.1358
DNAJC30	22.2129	13.206
SPRYD4	2.6178	2.6157
VPS37D	16.1082	2.0833
CLEC14A	18.4427	67.9825
SYNE3	1.1482	33.9883
CLK2	32.5997	16.016
LPCAT4	11.9167	14.2175
SLCO3A1	5.8517	7.8116
ZNF575	0.7898	1.9741
WDR25	3.4896	5.0881
SGF29	10.3596	10.6136
DIRAS1	31.7305	3.0197
OR5AN1	0.0059	0
PHLDB3	18.6847	0.9503
PRR15	1.505	2.3891
GNG7	6.1134	7.367
OR4C5	0	0
OR4C3	0	0
OR4S1	0	0
CNTD1	1.0137	0.53
DCAF4L2	0	0
OR4X1	0	0
CNBD1	0	0
KBTBD11	5.1837	5.6098
B3GNT5	6.0366	1.8852
MAP3K19	0	0.0213
LMNB2	70.2974	7.7957
RMDN1	12.4019	32.4363
MEX3C	13.8193	12.0885
HORMAD2	0.0218	0.1136
RNF152	5.7013	3.6732
MYO1D	55.1725	16.8574
FOXL1	1.8697	0.3364
TGIF2LY	0	0
LRRC37A	0.0537	0.153
FOXC2	1.342	0.8206
OR4F17	0	0
BDNF	0.0387	0.095
CCDC121	2.9814	6.8136
ACSF3	3.4405	2.6065
BOK	66.8933	177.5165
ZNF843	0.4478	1.5061
PFN4	1.5855	1.5906
OR51V1	0	0
MAGEB6	0.0512	0
CDK5R1	7.8483	0.7562
TCERG1L	0	0.0247
NCKAP5	5.9793	1.5112
MAGEB18	0	0
RUFY1	16.8263	20.927
OR52E2	0	0
BASP1	65.1011	19.7594
DEFB103A	0	0
OR51L1	0	0
LRRC37A3	2.7295	1.008
FKBP9P1	2.2221	1.8394
VSIG10	3.5865	10.8574
IRX5	17.8373	6.0595
METRNL	58.2511	22.7757
FAM91A1	41.2257	15.8588
WSB2	42.8584	30.0909
GRIN1	0.0731	0.0761
SOX11	19.5934	0.0481
TYMS	6.1622	1.0723
OR51G2	0	0
PXMP2	1.7556	3.1059
OR51A7	0	0
TCEANC	1.7837	2.7958
OR51T1	0	0
PNMA1	33.5576	68.163
MAMSTR	2.008	1.7792
TYMSOS	0.8889	0.1173
ANKLE2	16.0993	10.8761
C8G	3.8981	0.338
FUT2	13.7836	0.5119
OR51S1	0	0
OR51F2	0	0
EFCAB5	0.0936	0.0874
GCNT4	0.3477	2.5003
MUC20	6.2032	0.4936
THAP4	55.6082	30.4672
NFATC2IP	12.6521	13.1964
LY6H	3.0619	0.1616
FIBIN	9.8081	28.2791
FAM89B	12.5594	3.3535
SHMT1	9.313	39.1152
DPP7	76.2128	61.2328
TRIM60	0	0
SEC24C	25.8005	20.2968
FMR1NB	0	0
SMCR8	11.889	12.9489
MTHFR	3.1724	4.7956
DEFB104B	0	0
C19orf18	3.0537	1.5132
DEAF1	11.8294	10.5718
MTX3	4.3032	11.2551
TMEM80	11.2145	9.3
SIX5	7.6473	3.8051
IFNW1	0.0258	0.0224
FBXO46	50.4188	6.9191
ZDHHC13	9.3694	2.437
SLC38A9	1.3007	2.8444
ACER2	0.9716	12.3425
WDR73	0.5808	0.733
POLE	8.8676	4.7702
SCN4B	1.2719	21.1022
DSCAML1	0.0213	0.3936
RHOG	59.602	56.4862
EPS8L2	69.3395	7.1038
ZDHHC22	0.0388	0.0448
ANO6	49.2046	165.5734
ZBTB34	5.0832	8.6525
FAM9B	0	0
CETN1	0	0
FAM210A	15.7862	6.0638
OR2T35	0	0
TALDO1	171.0379	152.0745
ULK1	24.0572	15.3827
OR14C36	0	0
RIMKLA	1.9934	0.4922
CLVS1	0.0742	0.2458
OR2M7	0	0
RPS6KA3	18.4339	20.7538
B3GNT8	2.9554	1.9164
PUS1	12.2388	2.559
CHD9	5.2151	14.4877
OR2T12	0	0
SPACA4	0.359	0
OR2T33	0	0
TRIM72	0.1065	0.0154
MAN1B1	24.8783	14.055
DEFB4B	0	0
KCNA3	0.1612	0.6116
FZD8	50.2915	7.1292
GJD4	0	0.0262
FBXO39	0.1364	0.1035
CLDN22	0	0
KCNA2	0.0027	1.3797
TOP3A	11.1148	7.2712
CASKIN2	29.305	19.1367
ZBTB38	13.5432	21.8579
BEND2	0	0.0187
CCDC71	20.9221	18.82
C10orf71	0	0.0636
LRRN4CL	0.3609	57.1771
TIMM22	21.6704	16.2225
HIC1	2.1292	7.3592
PPFIA3	23.4499	1.0309
MAGEF1	104.0146	28.897
UMODL1	0.2879	0.0059
SAMD9L	13.0844	14.179
UBE2U	0.0271	0.0471
PAWR	11.1172	6.9651
TGIF1	21.3504	7.7097
MIEF2	8.2776	6.6798
NAP1L5	1.9261	11.7822
NIM1K	0.4963	0.538
CD19	0.0558	0.1614
ERICH5	0.2253	0.4187
OR2T8	0	0.0706
NR2C2	8.4165	12.4159
GPR4	9.8396	8.3405
ACOT4	4.1192	9.9105
OLIG3	0	0
OR2G3	0	0
ARIH2	20.171	17.2008
RBM44	0.033	0.1574
ZBTB33	56.178	21.8504
OR2G2	0	0
ZBED2	0.1352	0.3909
VCX2	0.0612	0
IRX3	68.9185	12.8112
ST8SIA3	0	0
RPRM	9.6289	0.1822
OR2B11	0	0.0337
SLC25A22	16.7006	5.1979
RABEP2	11.5698	3.6458
NHLH2	0	0.0459
ATOX1	29.6001	15.2049
FAM187B	0.0421	0.0731
TBL1XR1	35.9115	36.8985
SAMD12	6.0723	0.9789
CD163	13.6429	38.4623
C18orf32	0.7553	2.0629
PIDD1	2.2839	2.69
ZNF491	0.7233	1.7814
RPLP2	851.6346	1383.6606
JUN	134.2796	53.7282
CSTF2T	26.6473	27.6143
PGBD5	10.4205	0.5958
C12orf54	0.1331	0.508
ACAD9	26.3833	31.2094
IL17RA	10.7289	14.0208
PNPLA2	21.4767	501.7796
MBOAT4	0.1214	0.1316
AGTRAP	41.0843	23.1539
CD163L1	7.1254	6.6686
SRRM3	1.1899	0.9941
THAP5	11.8916	14.9422
DEFB114	0	0
CRACR2B	10.0641	5.6033
SUMO4	0.0981	0.0851
MAGEB10	0	0
DNAJC28	0.7444	2.7218
OR4F4	0	0
NAALADL2	6.8364	3.306
CD151	167.1379	195.7556
POLR2L	188.6806	229.2957
FAM20C	61.3276	30.4014
SLC35G5	0.037	0.0321
ANXA2R	1.2338	3.8808
FLII	87.4276	66.5019
SOX12	31.683	4.7007
HNRNPA0	40.5439	30.3227
YIPF7	0	0.0955
MYOZ1	1.8039	1.7308
KCNJ10	0.1995	0.0346
CHID1	37.773	25.7241
PCDHB9	3.526	1.7641
ZNF620	0.6595	1.4755
ZNF518A	7.3072	7.9697
TMEM187	15.142	16.8622
ZNF619	1.8532	3.4982
CCDC184	1.4206	1.1561
AP3S1	45.6536	54.4077
GRB2	156.2033	74.5925
ZBTB41	9.9112	10.2502
UBE2N	33.0848	26.5472
SPATA31C2	0	0
ARL6IP6	11.7773	6.4322
ZNF354C	1.6002	5.5582
CAPZA3	0.1399	0.1213
MAMDC4	0.9997	2.2856
ODF3	0.0485	0.014
BET1L	31.4748	26.8139
RPS27	2029.6922	1336.5868
RIC8A	43.9542	26.3693
IMP3	19.3357	16.1774
ASB8	14.6291	27.0141
LCN15	0.0173	0.015
ODF3B	4.8139	8.7441
DPY19L2	0.4002	2.0513
SPATA31E1	0	0
C2orf73	0.0729	0.7586
GPR150	0.0728	0.6524
TSPYL6	0	0.0709
LRRC75B	11.9708	3.3002
DMAP1	12.2176	12.4112
ADAMTSL1	3.0577	5.4352
IMPDH2	49.1941	59.3251
ALS2CL	3.8004	5.9561
MLF1	44.9526	5.0625
NDUFAF3	54.5757	58.6275
C2orf69	19.2248	13.5121
GRAMD1C	1.8634	1.2439
STAP2	55.1807	4.9433
HTR3C	0	0.0255
TSSK6	0.6527	1.1603
BOLA1	35.1419	16.7627
PDE4DIP	9.754	12.854
DDX10	13.1609	5.8674
PPP1R42	0.2439	0.0577
NDUFV2	0.8098	0.2554
DALRD3	10.1523	8.5224
ZNF114	0.2483	0.445
ZNF518B	11.9264	7.2465
AMER3	0	0.0067
SPINK6	0	0.1428
ZNF366	0.5919	4.4167
LCORL	0.4749	1.4988
PARD6G	9.0102	4.8822
ZNF454	2.0618	1.2028
SH2B1	11.9134	11.4819
ZC3H12D	0.2164	0.2718
VN1R1	1.1027	0.5333
PLEC	119.3706	33.4475
SH2D4B	0.0544	0.0189
RNF212	0.1894	2.9048
PRSS36	1.046	1.8966
ZNF543	4.4622	2.6501
TMEM151B	0.0365	0
GALNT11	14.8819	16.7323
SLITRK1	0.0095	0
WDR6	36.1704	30.6571
PRM3	0.1158	0
TNP2	0.0279	0
SPAG11A	0	0
GEN1	7.8478	1.4445
TMPRSS9	0.1845	0.2699
AQP11	0.8688	2.586
TMEM11	29.7958	30.6663
ZNF354B	3.3068	5.6197
KCNG2	0.0923	0.1201
SHISA3	0.3653	1.9566
OR2D3	0	0
CALML3	0.0276	0.1195
CALML5	2.5119	1.0396
ZFAND2A	14.3433	13.1969
PLEKHM3	3.164	10.5106
ZNF223	1.0401	0.5229
HTR1A	0	0
CCDC185	0.2676	0
FAM220A	30.4835	14.7184
DNAJC22	3.0166	0.2523
NEUROG2	0	0.264
CEP295NL	0.1989	0.0784
BEND3	6.1973	1.2459
NT5DC1	7.7981	20.2874
GLDC	0.7808	0.1851
COX14	66.3557	99.6528
MCMDC2	0.801	0.7831
TUBAL3	0.2226	0.3137
P4HTM	3.2602	6.1926
UCN3	0	0
DTX3	8.1796	8.152
KLHL11	2.9255	2.6948
AMBN	0.0248	0.0215
CTXN1	63.1255	1.8539
SLC25A20	36.2254	65.2001
CA8	4.7461	2.5661
CD28	0.3371	1.2932
EPM2AIP1	7.7844	12.9182
ERBB4	0.0192	2.6497
MAF	14.4717	41.9338
CTNNBIP1	76.3448	18.5698
OR6B3	0	0
DEFB125	0	0
PSAPL1	0	0
OTOS	0.2321	0
GTPBP6	33.2467	27.722
ERN1	7.7525	5.0382
GPR35	0.9999	0.1275
C10orf53	0	0
CSRNP3	0.8736	1.0365
ZNF713	1.5092	0.6544
PARP10	21.7677	11.1813
DYNAP	0.0467	0.0202
SUZ12	26.0254	15.9576
NSUN3	3.9486	3.517
KCTD12	17.5206	141.1264
RPP25	20.6573	7.7352
GRINA	302.2131	256.364
C5orf64	0.0045	0.0429
THBD	4.8907	19.4711
GP5	0.0141	0.049
LMO7DN	0	0.1483
COX5A	166.506	130.6232
STX19	2.041	0.9038
FAM219B	3.3728	9.8013
ZHX2	31.609	26.2161
CPN2	0.1155	0.2146
CPNE7	1.4358	0.2122
C5orf46	216.377	1.0657
CD300LB	0.2567	0.6838
GDPD4	0	0.1493
RIIAD1	0.0658	0.0951
MPI	6.9162	9.6963
TRIM73	0.063	0.0312
OPLAH	0.3932	9.6846
TMEM52	10.8834	2.6232
TMEM139	25.4147	1.2657
RNF186	0	0.2069
EFCAB13	0.2615	1.0173
MSC	10.2483	6.1023
APOLD1	9.263	7.8162
EXOSC4	52.9193	7.9608
DPY19L3	8.4694	7.4249
TAF7	113.8261	104.2876
ZNF852	0.9021	1.0334
FOXE1	0.0714	0.0991
PFAS	8.952	7.1146
HYI	0	0
TPRX1	0	0
LGALS7B	0.6048	0.7212
ZNF552	11.7519	7.0064
GAK	12.873	8.5339
ZBTB7A	13.7249	22.3279
TUFM	182.6788	147.8117
ERICH3	0.0113	0.3382
RMI1	7.6886	5.2884
CTC1	7.4787	7.5048
FBXO34	27.9349	13.152
EIF3K	243.1462	148.179
MRFAP1L1	54.9655	66.1128
SNX18	15.6195	24.2357
EXD1	0.1363	0.0591
AURKB	45.3311	0.7723
TAS1R2	0.0393	0
C14orf39	0	0.2522
MRFAP1	258.5349	253.6826
C3orf38	17.3309	13.7946
KLHDC7A	1.1056	1.1858
TMEM107	6.5042	6.5513
RRS1	47.1105	10.3142
EXOC3L1	5.1944	3.453
TRIML2	0.7034	0.0142
RCC2	224.9755	30.2746
OR13D1	0	0
IGSF22	0.3097	0.3491
C9orf50	0.0712	0.0494
ZFP42	0.0941	0
CCDC89	0.5738	1.4742
FAM133A	0.0738	0.0896
DPM3	333.7052	42.0865
C12orf42	0.123	0.0089
CYC1	214.1458	103.8195
PER1	8.4157	26.4546
HTR1F	0.4641	0.5366
TMTC2	3.465	3.6183
HES7	0.0531	0
FARSA	53.9747	24.5855
SPTY2D1	16.1046	11.5086
C10orf67	0.0462	0.0067
SAMD4B	66.3806	22.3998
CYP11B2	0	0
GIMAP7	3.5757	88.7837
ALOXE3	0.2786	0.1035
EDC3	15.4716	10.5006
TCAIM	4.6739	8.6509
FUCA1	10.4773	74.4873
PXT1	0.1203	0.0209
GGN	0.6326	0.0708
HNRNPCL1	0.044	0.0382
TMEM125	35.0994	2.6512
ZNF664	61.3067	74.3628
SIGLECL1	0	0
CALR	947.1291	323.8011
MAGED1	349.7653	42.0314
LDLRAD3	23.2409	17.5346
CDH4	0.5178	0.3512
SMCO3	0.0474	0
RAD23A	54.4206	68.8705
GADD45GIP1	53.2518	28.1775
DAND5	0.2249	0.065
TMEM151A	1.0616	0.017
PTPN11	43.1792	105.5624
NSUN7	1.4971	0.7115
FAM156B	0.1232	0.1359
WSCD1	2.1256	2.2435
RAB39A	0.1853	0.4132
CLK3	7.9787	4.2141
HLA-DQB1	4.6395	25.2697
GATA2	0.9812	6.8264
ARID3B	2.6146	1.3576
TMEM31	0.409	0.1182
PACS2	9.7708	16.7015
ELMOD2	8.5735	15.1118
EGR3	1.0707	3.3185
GPC5	0.1272	0.0735
VWA1	197.0497	11.9001
DNAJB8	0	0
GEMIN4	18.0585	9.9834
HNRNPCL4	0	0
FJX1	12.1939	2.9494
KLHL28	3.3136	6.0473
MKRN3	1.1418	0.1458
ZBTB18	43.8021	13.6144
OR9A2	0	0.0417
C14orf28	1.0277	6.2386
ALOX12B	0.2362	0.0473
SLC17A8	0	0
SHARPIN	77.2186	31.2041
LBX2	0.5919	0.1521
DNHD1	0.9354	1.8583
SLITRK4	0.3727	2.7962
HTR1D	0.3344	0.0305
GCC1	23.2296	14.2807
LSMEM2	0.1392	0.1509
RNF151	0.051	0
CIITA	0.3485	3.1977
ZFPM1	1.166	0.7513
ALOX15B	2.6514	6.2942
PLD6	7.9933	3.34
GPHB5	0	0
GRM8	0.7816	0
CDC42EP4	139.9999	50.8817
OR2AP1	0	0
OR6C4	0	0
ZBTB42	17.0345	4.5283
LACC1	4.0772	7.3033
MAF1	150.8844	114.8827
TPPP2	0.1008	0.1573
FCER1A	0	8.6167
RPRML	0	0.0788
ARL14	4.3354	0
OR6C2	0	0
NLRP8	0	0.011
PCED1B	10.7109	5.8177
APOBEC3B	43.369	0.8444
SYCN	0	0
PIPOX	0.1832	0.5672
FOXS1	7.2429	3.7553
ATOH7	1.0511	0.1139
CDH5	22.2067	71.1094
LRRC3B	0.0168	0.2134
FAM216B	0.0302	0
MRGPRX4	0	0
MYADM	118.8294	83.2161
MRGPRX3	0.3041	0.3691
MROH1	15.6738	5.0401
SERTAD2	43.2469	18.4346
AKAP5	0.6044	0.8986
NKPD1	0.3802	0.1562
GIPC3	5.9676	4.999
CITED4	142.5255	19.7188
ABCA13	0.1125	0.0068
NLRP11	0.0116	0.0401
TIGD5	6.5861	2.1017
PDXDC1	174.586	29.5481
ZNF154	1.0655	1.2421
R3HDM2	9.2302	13.2454
B3GNT3	4.7391	2.0158
ITLN1	0.301	0.087
NRXN1	0.3614	0.2138
SEPHS2	90.741	56.5931
OR10A7	0	0
GPBAR1	0.2593	9.5886
ZNF784	9.5649	4.3184
ZNF648	0.0957	0.1186
C14orf119	31.8956	25.9024
CCR8	0	0.1166
GOLGA8J	0	0
BBS10	6.0691	27.1887
FIZ1	8.0891	3.8646
PUF60	150.2645	34.61
SSC5D	15.4427	14.2969
DCTPP1	67.346	17.5677
ZNF771	0.9569	1.0177
TSHZ1	4.0075	13.7546
PSTK	2.0063	0.9194
SOCS4	10.5897	9.9942
OR1E1	0.1145	0.0662
ZNF48	8.4096	3.1819
C3orf80	2.8454	1.0666
NKX2-6	0	0
TMEM150B	0.9898	2.6759
ANKRD18A	0.0667	0.1156
WFDC11	0.1526	0
TMEM86B	2.4634	0.5441
OR3A1	0	0.0781
SEPTIN1	1.3488	2.6267
TRNAU1AP	8.3564	9.0131
EXOC3	31.3977	22.4745
TDRD6	0.3642	0.4882
C12orf40	0	0.0291
CSNK1A1L	0.0415	0.018
LYNX1	36.274	9.1846
TH	0.3921	0.0136
MED14	21.4434	11.1529
FAHD1	14.6123	17.712
TDRP	10.8324	9.2016
RCC1	85.5074	8.3467
WFDC9	0	0
F2	0.0394	0
PRKRA	6.8962	5.9948
ZNRF2	10.938	7.7943
RRH	0.2439	0.0786
SLC9A4	0.1205	0
ZNF816	8.3963	4.5491
FGD6	8.604	3.623
GPR139	0	0.0439
PLD5	0.0575	0.2176
OAZ2	40.2623	25.0669
WFDC10A	0	0
PNPLA1	0.148	0.0143
ALX1	0	0.5522
CCDC43	12.8103	9.5783
KCTD4	0.0535	0.0696
FZD2	7.4203	2.0266
TIGD2	12.9985	6.7905
HCLS1	6.6521	14.8762
MTURN	9.6085	162.1503
ZNF609	14.8055	11.2853
PAK2	70.5936	53.7379
CCDC66	2.7833	3.5366
DEFB124	0.4107	0.3561
KRTAP9-7	0	0
MCFD2	53.0275	74.8872
HARBI1	3.2989	2.5844
DEFB123	0	0
C11orf71	4.8921	8.0921
CYP8B1	2.4984	0.2073
OR6K6	0	0
SERTM1	0	1.7453
GAS1	25.4474	106.116
OR10Q1	0.9623	0
ZNF571	1.4146	1.5961
GLIPR1L2	0.1191	2.903
DEFB119	0	0
KCNE1	0.1148	0.4443
NRIP1	25.2383	54.6555
ZSCAN4	0.0887	0.077
BHLHA15	13.3757	0.4242
RNF182	1.8142	0.5279
TSPYL5	93.2743	12.666
FUT7	0.1201	0.0781
SKIDA1	1.8535	0.9941
MB21D2	12.201	6.9502
GSX2	0	0
SSTR2	2.287	2.4736
ZNF594	2.7113	2.9554
PCGF5	10.3608	26.0593
SLC47A2	0.0224	0.2522
PRF1	3.6064	6.9251
OR2A4	0	0
MAB21L1	0.172	10.0678
YOD1	6.5573	4.8239
TMEM64	26.5287	20.2488
C3orf22	0.046	0
OR10K2	0	0
CHRM4	0.4623	0.63
SHISA2	2.4526	1.3617
S1PR5	2.0115	0.7873
CLRN3	0	0.2643
GPR157	13.7908	5.7921
CHST13	1.1973	0.4966
AGTR2	0	0
SLC36A4	2.6723	2.206
ZDHHC20	26.2899	23.3805
ANKRD30B	0	0.1114
OR51E1	3.3429	7.2475
ZFP3	4.5723	5.9867
ARSJ	7.4271	1.3117
HOXC9	10.2726	13.9209
MAP3K15	0.2149	0.1475
PPA1	118.3155	78.3384
HOXC10	23.2957	7.3545
PSMG4	3.8565	2.3141
BHLHE22	0.1529	2.9173
MAP6D1	0.0634	0.0183
ZNF443	3.8035	2.746
CXCR2	0.326	0.9155
DEFB112	0	0
GREM2	3.1543	1.7822
C11orf42	0.2162	0.6374
SSR4	114.0028	39.9794
CAPS2	0.8653	2.277
ZNF792	4.8155	4.1563
CUEDC1	12.7072	12.127
SCRIB	52.1606	11.1425
KCTD2	24.5838	34.4497
D2HGDH	6.5407	5.3592
OXTR	3.935	62.2389
CMTR2	10.0751	9.6103
OR56B4	0.0433	0.0751
FAM83H	91.416	5.266
GPR62	0.0235	0.388
OR56A1	0	0
ZNF572	3.6988	2.1648
ST20	1.422	0.7775
PITPNB	36.5095	32.0996
TCEAL8	103.5813	96.2211
OR52E4	0	0
LRRC57	4.0954	5.2207
OR52N2	0.3857	0.0418
MRPL14	120.2806	38.2505
GPR137C	0.9434	0.5122
C1orf105	0.0577	0.0501
OR52N1	0.0196	0
BBS12	3.4029	6.3561
ZFP82	3.5144	1.8784
OR52N5	0	0
LSMEM1	0.231	0.2003
NQO1	57.3016	64.2702
OR56B1	0	0.0208
AEN	14.7532	3.9605
FKRP	8.4815	4.3846
TRAPPC5	0.2284	0.1829
RPH3AL	1.349	4.9289
SLC25A42	3.5074	9.9502
FCRL6	0.3355	0.4849
METTL23	18.4305	10.8286
SLC26A11	14.359	4.3507
HIGD1A	25.8882	45.2008
CHRM2	0	0
OR52N4	0.0782	0.2374
MAPK15	5.3501	0.4072
EHMT1	6.4022	4.8675
ADIPOQ	0.0651	1815.8734
F2R	30.4623	19.0092
ZNF707	8.7693	2.1064
MUC16	7.2834	0.1876
NPM1	172.9797	122.5603
PJA1	45.7739	67.7706
DHTKD1	47.0025	27.13
PENK	0.0147	1.5307
ZNF746	8.877	4.4695
POLR2A	78.9129	54.9629
TMEM132C	0.1109	87.7365
SLC25A41	0.2421	0.1312
OR5AK2	0	0
FRAT2	23.5735	9.2623
TMEM102	11.0204	1.2958
TMEM132E	0.1469	0.0425
ZNF322	2.1501	3.4126
NME9	0.1817	0.1576
SPEM1	0.147	0.0425
HEPHL1	0.4381	0.0223
LRRC75A	1.5897	2.5602
OR5M8	0	0
CCL13	0.2425	42.7434
DDX60L	6.5243	4.6253
SYNE4	30.9398	1.0868
OGFOD3	20.1872	9.5133
UTS2R	0.0229	0.1192
AATK	1.0224	0.7323
DDN	1.3471	0.0454
SAGE1	0	0.0293
ZNF467	20.2179	6.4074
SOX2	0.1788	0.0172
ZNF678	2.7088	2.6889
TMEM45A	39.7002	5.4258
RAP2B	28.8433	10.6087
ZBTB2	20.2122	16.259
RNF135	24.1479	38.5107
OR6T1	0.0458	0
ACBD4	2.5106	9.7631
OR8D4	0	0
SGSH	17.0338	11.7835
MAB21L2	0	0
FANCB	3.4162	0.3854
EDDM3B	0	0
SETD2	20.8007	28.259
EDDM3A	0	0.0464
TMIE	0.416	0.962
MEX3D	23.4421	7.4089
OR52D1	0	0
MRPS23	14.1418	11.8229
OR52H1	0	0
FDCSP	273959.8866	17.6282
GPR135	0.2506	1.2432
SLX1B	0	0
ANKRD62	0.0103	0.0089
P2RY13	0.2165	4.5382
TNFSF15	1.9163	0.9671
ZFP41	4.0508	1.434
PHLDA2	47.9972	3.1982
ATG9B	1.3819	0.1489
GPR88	0.1	1.0161
PLAG1	0.1084	0.503
OR8H1	0	0
OR5T1	0	0
YIPF6	24.7854	27.1588
OR5T2	0	0
ZBTB20	0.3679	1.6114
OR2Z1	0	0
OR8K5	0	0
AMIGO1	4.1054	13.3065
OR8H3	0	0
OR8H2	0	0
GPR3	3.2221	0.0202
TMEM252	0	2.9853
ODF3L2	0.1162	0.2519
OR5AS1	0	0
ACTL9	0	0
SIAH2	44.2562	22.5515
COPG1	241.0199	85.9418
ADGRB1	0.7326	0.2235
OR6S1	0	0
SLC9A9	1.9015	21.0403
LSM10	52.347	27.0073
RELL1	8.7027	28.6681
RFX7	6.4657	5.3438
SLC35C1	19.1727	23.9181
TIGIT	0.1393	0.3907
RNF41	16.9551	28.9432
SLC2A4	0.1873	72.1766
FTMT	0	0
IBA57	2.1168	2.8677
CLDN7	207.6303	6.7369
ZNF329	14.6853	7.0093
ZNF101	2.1069	2.856
OR4C6	0	0
C5orf24	17.2411	27.2282
ADO	26.3012	16.9394
COA4	45.8279	24.8913
OR4P4	0	0
PRKAG1	54.3866	40.1429
GINS3	5.0208	3.5069
OR4C15	0	0
OR4A15	0	0
OR4A16	0	0
OR52K2	0	0
NEUROG1	0	0
CCDC149	6.2434	5.195
MRPS11	5.8867	6.6887
SNRPE	91.059	33.804
RTKN2	19.1674	0.3181
CHST15	29.4202	8.8813
ADIG	0	0
USH1G	0.9673	0
MGAT4C	0.0018	0.0171
TRIM49B	0	0
IDH2	260.1469	56.2173
OR52A1	0	0
PTCHD3	0.0416	1.9378
OR6B2	0	0
TMEM259	27.3552	33.0932
TNRC18	28.1187	12.9408
FAM181B	0.9788	0.2866
TMEM30B	8.9634	6.9455
DEXI	0.4026	0.9763
ZNF716	0.0096	0.0083
NOP10	369.2453	189.3771
FAM89A	6.024	70.5961
KCNIP1	0.2075	0.4883
TDRKH	23.7718	4.6991
ZNF708	2.9649	4.422
IST1	37.306	47.0914
ERCC6L2	1.7693	3.8268
MRPL41	75.3574	110.7749
ENPP7	0	0.0123
CREB3L2	85.7688	36.7495
P2RY8	2.27	2.5801
UNC5C	1.8492	1.2311
MRGPRG	0	0
TSEN54	46.7142	5.3157
RGMA	7.0875	10.6299
ASB18	0	0
UBA7	9.2334	24.2022
MRPS16	44.7165	49.3243
RAD51B	4.9849	1.4178
CRYGB	0	0
LDOC1	44.4582	14.7704
ARL6IP4	0.2332	0.0778
EXT1	37.2261	15.5337
SHMT2	79.9934	17.2624
MOB2	13.8982	11.7098
HHIPL1	4.4572	1.6786
ATP6AP2	57.269	44.1943
ZAR1	0	0
CYB5D1	0.0501	0.0326
BACE2	71.2191	13.4736
UBE2E2	25.8021	26.6877
SYNM	39.0742	90.4678
KCNA4	0.0592	1.0681
GABRG3	0.0433	0.0034
PRR34	0.248	0.7373
NLRP10	0.0226	0.0196
FIGN	7.0612	6.476
IZUMO1	0.1607	0.2027
TMIGD1	0	0
B4GALNT4	28.7399	0.8848
AP1S2	7.124	16.9713
C8orf33	49.5286	35.5954
DCAF4L1	0.1377	0.1745
MBD3L3	0	0
ZSCAN22	5.9609	1.9989
KCNJ14	2.6377	0.2834
FBXL6	14.0003	2.6923
C1S	85.2514	379.1841
GLTPD2	0.41	0.32
KIAA2012	0.0313	0.0272
PRAMEF8	0	0
LIPF	0	0.0553
OR5P3	0	0
DAOA	0	0
ZNF804B	0	0
KBTBD3	1.5131	3.7954
YBEY	28.658	11.0694
CLN8	2.3825	3.7963
PLCXD1	7.2807	9.7168
NXPH4	26.0495	1.2069
CACNB4	0.0305	0.225
IFNL1	2.9615	0
TRAPPC6B	1.3869	3.1882
PGBD4	0.8084	1.2121
CDY2A	0	0
NPLOC4	66.9351	34.4067
OTOL1	0	0
KCNK4	0	0
TEX19	0.2579	0
TSHZ2	1.28	13.4056
CAPN12	2.9439	0.058
EXOC7	24.6369	20.4883
